StoryID,First Ending Sent,First Ending Kmeans Distance Metric,Second Ending Sent,Second Ending KMeans Distance Metric,Correct Answer
7afa9244-864b-4a02-9c71-bf1aaae50d1a,Sally decided to order her own pizza.,1.642119912452653,Sally was very happy to see cheese pizza.,1.5195489179219028,1
5e0bf502-0e65-4d3d-bf92-ad19f8f5b5dd,I went swimming in the lake.,1.3950169324930477,I've never had a worse day.,1.4040841675615274,2
c977abad-2d05-430b-b3fd-abd29d227ced,Ed won the game.,1.5543895514598196,Ed lost the game.,1.6134413740737317,1
af7e712f-35ce-4332-a6d8-d530a254b64a,Lary ignored it and kept working.,1.4209472298622168,Lary was happy and excited.,1.3865127902414238,2
5aaea84e-dc43-4fdb-826b-2d68ad19ea15,Jim decided that he would rather buy a bike instead of a car.,1.4814430113420038,Jim saved a lot of money in gas by buying a battery run car.,1.4628115903872665,2
9b3c381e-f61d-41ad-a815-fa82966818db,Sam was very amused by his dog's behavior.,1.7091419251044022,Nick decided to take his dog to a trainer.,1.7604531495506404,2
ed5d6365-1862-4e67-8118-41630999a060,He was relieved to be alive.,1.6019810345345524,Everyone else got out safely.,1.5162566242577518,1
19611623-a65a-4990-8803-559fdf276c3a,Jake satiated his hunger.,1.955685266026855,Jake then threw the sandwich away.,1.473938446633903,1
2f30738c-02be-4c4b-af03-6b6d6edd9a83,Matt trained hard to return to being a pianist.,1.7292844284159465,His training paid off at a marathon later that year.,1.7953008655596383,2
49063f7b-4e56-4c7e-9fcb-c21e4ad2e83d,Susie was so happy.,1.6316538496770723,Susie was upset.,1.7282222137198266,1
2e16fc90-126b-4d42-853d-adabc9329a04,Jon and Mika then gave birth to a boy.,1.4165653388488342,The baby grew up to be healthy and strong.,1.51343347839885,2
f847c329-4af7-4481-b10e-2333e55658e4,Brendon got angry because he was in serious pain.,1.9534730562299043,Brendon couldn't believe he was soaking wet.,2.0414990569482114,1
e3d73dc6-32ce-43f3-a831-0e1eb32319a8,Cara sold lots of items.,1.9584063200228659,Cara left for Vegas.,1.940934019058084,1
9a26ef1d-19a5-4f8b-bd04-7674f598df91,Lorraine is pleased.,1.8925965421060436,Lorraine is disappointed.,1.8233126550732661,1
c8a2430c-9e6f-4ffe-a72e-553d546fc32c,The meal Joe prepared was cold.,1.617453225533414,The meal Joe prepared was piping hot.,1.5741447081214264,1
3ec93abb-d64a-45a9-bdc8-a8d366e1a999,Many people viewed Jake's skirts.,1.4575464899759287,Jake hope no one would view his skits.,1.4119010543546713,1
fa228d73-45a9-4322-afb3-a94af13fb2c9,"The window was busted, but the horse survived.",1.4997698143393392,Jackie was happy her car was undamaged.,1.5242724137360864,1
8398d541-71aa-4f6b-a7d4-6a504e9d114a,They burned their candles that evening.,1.606477370090633,He poured the majority of it down the drain of the sink.,1.6373296512866669,1
18d4dbc1-ed3c-40ca-8155-18884bb42732,I was happy with the TV.,2.0235049000935685,I returned the TV.,2.08721402703759,2
0029bfd3-b3f3-42ec-ba8f-2ea9b26e19f8,Dennis won the competition.,2.12246976877046,Dennis did not have fun.,2.040346919959441,1
9f5c5186-d29d-4914-9be6-917ae7520f5e,The next year his garden was beautiful and healthy.,1.3912986237759326,In the spring he decided not to start a garden.,1.369399232011971,1
23f75488-ac93-4c34-8914-a7727508f8ef,Joe paid for the delivery of some Chinese food.,1.5388910500014412,Joe started eating the pizza before the delivery man left.,1.5643035730477348,2
c6cdbb7f-ff5f-4b0b-9c41-6818d712dbcb,It was the best New Year's Eve party ever.,1.3849066277505255,"She accepted the food, and asked them all to leave.",1.3277230017531805,1
c8a46f88-aa83-4380-b466-a83715b1924d,Jim felt pleased.,1.629219604464994,Jim was frightened by his gunfire.,1.5765348036008069,1
26db57c4-7415-465e-b1c3-732d6dc8b8ae,She also bought plenty of blouses.,1.6965579781384044,She wore a ripped shirt the next day.,1.6551273244137317,1
b7dcb1ce-bfe5-4e67-8ab7-e5b1df3c0b2c,Juanita climbed back into the boat.,1.5130770073541202,Juanita continued to take pictures.,1.4884433222611742,1
ce62c6d1-55b5-47f2-bcbd-736598321ad5,Jody was fired on the spot.,1.807307774024622,Jody became a manager and succeeded.,1.876113394620104,2
fb8557d0-f43a-4910-8e9e-6a42c3c6d0ff,The two then caused more problems.,1.821109228258476,Charlie changed his bad habits.,1.7590375238658318,2
5428c4c0-2339-4b9d-84ad-2115279a759a,She spread out a blanket and had a lovely picnic.,1.6435318035775406,She ate all her meals in the cabin while on vacation.,1.6119112221077898,1
cd779b2b-1964-44a3-a00c-f1f51633dcac,She thanked her friend for the advice.,1.628571349054905,Marcy stopped talking to her friend.,1.3455054714316663,1
da54dc4e-8a45-4804-8446-73c5222ab7e2,Sharon knew her time with Fancy was short.,1.9480693777009288,Sharon couldn't wait for Fancy to go.,1.7761986569553214,1
5c864b3f-9700-41bf-bb22-bb0dd4a3b792,Keith's car then skidded off the road when an earthquake struck.,1.7295382943655844,Keith's yacht hit the reefs at high speed.,1.676200248227865,1
4a7a6a06-fdf2-493b-b44c-55af33f92f74,Sean hated dining al fresco.,1.6251168353420962,Sean loved the outdoors.,1.6626826270162647,2
5e3bd2fb-97f8-4457-8ac7-37cda8af8205,Their son was difficult to take care of compared to Joy.,1.5850283178459708,The parents had another baby.,1.5018554006403435,1
125f2ec2-b9df-4014-a5ac-08fc0e30908a,Chris begged for mercy.,2.0352236305034137,Chris was excited to get caught.,1.8915893406392288,1
4ea69358-703b-4256-8d35-b0db9a455ec2,Neil stayed some extra days in Bangkok because of all the fun.,1.8920348193024086,Neil decided he never wanted to go to Bangkok again.,2.0012168484406123,1
93d64af4-f815-44d7-b4d7-2cb5aa2394b3,Amy was devastated.,1.5725826124315399,Amy was pleased.,1.6441475525489526,1
3d4e2972-d59b-4077-a16e-0d810743682a,It's so gross that I warned my friends to never eat there.,1.934173956355472,We walk in and the food is on the table right away.,1.7871287012054227,2
221b2d03-83ca-494d-965c-e75e4d598b49,Mike laughed hysterically.,2.006671462035519,And he decided that it was his calling to fight crime.,1.586476048943459,2
49bdca9c-4f31-4864-98bb-6db6e6e8d9ce,Tracy was happy with Doug.,1.548219243134564,Tracy's apprehensions about marriage were confirmed.,1.6802185686126727,2
c437d896-83d7-45b0-935d-25b20ecb8a5f,He closed his eyes and picked one.,1.7454390864636498,Joseph went downstairs and got an ice cream.,1.69954469413672,1
27675b3b-ba98-4b7e-aca9-fa73a6822c8d,He enjoyed his stay in the country.,2.020847251001862,Neil was bored of the trip and went home.,2.0015524845182604,1
bb996fce-3cb3-4f2e-bf0e-f689ee6932f4,The friend was very grateful for the help.,1.6236855873751102,Then I took the tire off and left him stranded.,1.5959195595995852,1
2e62070e-48c9-4aef-8a4c-f304065b9ad5,Grace was very disappointed.,1.93961709667192,Grace was happy about the ice.,1.6692805957311365,1
fa1e1318-d400-4dca-89da-cafd10680944,Harrison got angry with Emily.,1.855595576554395,Harrison was happy and excited.,1.9378860185648892,2
41f9c7bb-c8ff-4859-bfef-3552f065baa1,She found a cool item and then happily bought it.,1.3896379869971758,Sally could not buy anything without any money.,1.6024434893700712,1
0ddb5cc9-a0a3-4d6e-8271-d6e9046164f8,Fred didn't like his diary.,1.7308043514105216,Fred enjoyed reading stories from his past.,1.6602850842181232,2
8941700e-80b8-457d-8057-5191d6e822ea,Sky wanted to leave as soon as possible.,1.5011335307159273,Sky never wanted her trip to end.,1.7467900906281633,2
41006d52-82fa-4f6f-9589-caa9f2c5f3b1,Joss told her mom that the exchange student was mean.,1.6728677160856444,Joss considered the exchange student to be like a sister.,1.6503868008369933,2
57f8da4f-6a05-4645-aa53-8adb7afb0679,The all decided to never do it again.,1.5222778990307555,They all had fun.,1.393900210053073,2
2ef42f27-39bf-40d8-8636-108de3583103,I wish he would pass away already.,1.9012917167674008,It's nice to relax and reminisce.,1.7837674570625737,2
88d01e29-7b59-4eec-9070-0607c375b168,"Less than an hour later, they're stomping around again.",1.8384321902003642,"They were so quiet, I had to call the police.",1.8526624085918701,1
2a20ef11-6bc5-4192-b59b-d6df5a78a2ba,He wore it everyday.,1.6817381293232185,He threw it in the trash.,1.6286370687602842,1
732d31b0-0c2d-4ae0-a374-8592dc480df9,He remembered to invest in gold.,1.7493971962611536,He did not drive under the influence.,2.009777401357284,2
222074bf-dded-4566-92c0-8dddf5272e37,Francisco became a good surfer.,1.5905456334394295,Francisco became a good skier.,1.5908285506494462,2
b4d4c62f-3043-4bd2-b51a-502a93477c41,Sal felt rotten.,2.1444301912768564,Sal felt great.,1.9372431964522443,2
bb17a4af-4b29-4cc9-9d3d-ffba54fbde43,The friends found Alycia's truck.,1.5714498137184962,Surprise they found it on the street she parked it.,1.5428970109200888,2
62283acf-2724-47df-a5f7-27229dc5acfc,Katie was disappointed when her mother said the back yard.,1.436901610469996,Katie was relieved when her mother said the back yard.,1.4804053079374073,2
a5dbdbe4-d1b4-4cca-abc3-437cea2b8989,Eric hit the ball with his baseball bat.,1.6944569273769146,Eric couldn't return Bill's hit and lost the match.,1.8478237873927261,2
ac3a7c0b-8ef1-4a7e-8f54-b24369873596,Gina was very happy with the outfit she picked out.,1.5479217506257097,Gina's mother took out a loan to cover the expenses.,1.5017989388260102,1
d2110ec7-67be-418b-9e71-5fa884c13740,She then scared away the squirrels.,1.3367639478702578,The squirrels began to come to her house more often.,1.2879468207817961,2
656c23c4-7342-4073-a2b4-a6f5fe5e2087,Gina was natural rebel.,1.9405192986619915,Gina was worried about her parents finding out.,1.7448617318061372,2
b22e9193-17b6-4868-be18-d7736063a26f,Then they moved to their new house.,1.561792288544455,Alicia was happy to be leaving her old house.,1.530235978167362,1
77034191-c785-4040-8824-3c6435ef0bec,He was happy that his friends considered him trustworthy.,1.6478523688075926,He had to admit he didn't really like their cat very much.,1.5613142783796714,1
3b074fb8-11c0-4bb5-b6eb-3a1870fd0cda,I ordered pizza to eat instead.,1.7322236191989924,I loved the new raincoat I bought.,1.729868184044233,1
800c65e1-0a7d-4058-a943-a2f22efa1251,Laura felt she had wasted her time.,1.7369345660764903,Laura had a good day in class that day.,1.513832016720019,1
e6aa4d18-ca05-41c2-a28b-067c52d59be1,They went home talking about their night.,1.4029480963786654,They got into the plane.,1.482607363985223,1
4e219458-ab81-43ad-8c03-a5e04313bb3f,It worked and the speech was received well.,1.6348179836153816,I stopped talking and went home.,1.5132934526767663,1
39e4750c-7552-4768-8090-68e982acbae5,Alice was upset she had to settle for Chinese food.,1.4176737667463108,She invited all her friends to join her at that restaurant.,1.591304776806696,1
5166cfca-16ab-4e30-b944-115a9819ad1c,I cooked the noodles.,1.2852852632046956,I threw the noodles in the trash.,1.2665425670841484,1
43d18abf-80a4-46c7-b81e-64389881989f,He finally found it in the garage.,1.2197404929866391,Pete decided it would be a great time to take a trip to Vegas.,1.4985672810824684,1
05f00a90-899f-4138-8452-352e2787ef9d,He decided to go home and cry.,1.8482880946732172,He was so happy that he did and loved the park even more.,1.9463734256428658,2
b760d9ca-110e-41da-bee3-7e21a59c10c3,Wendy happily bought more of the bath oil.,1.5493109304064911,The company gave Wendy a full refund and apology.,1.5555146260070143,2
84b1b98f-1e3b-460b-92a7-ef7b8f87e76a,He decided to have two.,1.6907977521583362,E spit out his beer.,1.887239836109709,1
48d93df4-f763-4964-b61c-c8a281b27257,The frog had never had such a full stomach in his entire life.,1.482474408521542,The frog was still hungry.,1.4446897641457719,2
e7f2f98f-c44e-448a-985c-cf849cc079d5,She gave him a dessert treat.,1.6998615383182232,She yelled at him.,1.5540689785320698,1
f403cad9-dd10-45b4-84c0-940adb678035,Then I ran towards the snake.,1.8594845557736026,The snake bit me.,1.8526943240290539,2
899bb94a-66ec-4a36-a26d-131571aff33a,Matthew's mother finished all of her work on the computer.,1.8904424720335165,Matthew's mother put Matthew in his time-out corner.,1.9789332532514448,2
c39a117f-2925-45d7-8bbb-41aeb4288587,I ignored it and went home.,1.3766829035674246,It was a deer that I was able to stalk and shoot successfully.,1.6218198914038697,2
43581cb2-1ab6-4999-bac4-ad9ad9afc9d4,It took 20 minutes to remove the needles and continue climbing.,1.911848221278706,Jack was able to climb without any discomfort.,1.880695169111223,1
ebe0057c-473b-4a3b-8361-746a9fbbf39c,Jim asked Lynn on a date.,1.7137618549561715,Lynn told Jim the he is unattractive.,1.7209361831526535,1
4f062272-6c07-4f43-9e8b-ff12ba8dc264,Riley looked much better and was well received.,1.6684839540387228,Riley stopped being friends.,1.6481792652290561,1
401dd8df-ea68-43e6-b446-4320f891ee9d,Aya was very happy about the outcome of the contest.,1.354815775632072,Aya was very upset about the outcome of the contest.,1.380991794246381,1
6a8bdf10-7442-4f8e-8f3c-073efed3b7a0,His parents gave him three days off.,1.7498262432709641,His parents threw him out of the house.,1.6786806990983365,1
d26b71ef-6d65-4a35-a8b9-400cb8068d76,Anna sued them but got nothing because they had no insurance.,1.4458196243701413,Anna went to the club and danced all night long.,1.6914298311099332,1
13cde7cf-2c08-435e-9bcb-5ec5caa5d71d,They purchased a nice home in a new neighborhood.,1.6585889209499434,They both purchased sportscars with the money.,1.8015065427958044,1
f95c252d-06a5-4b36-9d97-fd49781cb41b,I have no computer.,1.399220156182375,Most people liked Cover A.,1.4795054661664384,2
431d1f9b-b5af-4bc7-84bb-5ba8cc43fe93,The cat accepted the new post made of sisal.,1.4189913051942917,The cat rejected the new post made of sisal.,1.4307797564873739,1
d5f57be5-3ca5-416e-b525-8cc2193b600a,Daniel hated writing.,1.8655288812421613,Daniel had to get an actual job.,1.6586908296918494,2
3eb84632-b959-4a0a-aae3-f79c4a515cdb,The guards stole the ball from Jeff.,1.5621697069744032,Gary thanked me for my thoughtfulness.,1.7195122061628174,1
dc91bd65-f0ca-4cbe-9e1f-73da6aefd7e5,We will never camp again.,1.3638833547414384,We had a wonderful time camping.,1.362656957160586,2
9bfb6178-81b2-4ea4-8571-3fc395b35de4,I liked getting a good deal.,2.122710474522536,I decided to throw my bowling ball on the counter.,1.8443809642199487,1
cd7faa5b-6895-4a34-a737-0b2efd11d8ae,Joey finally received a call from an employer and got the job.,1.5541622309843461,Joey spent her days playing video games.,1.5750183976794765,1
03e1ec4c-f6e5-45bf-8ced-3d335a1d01fc,"Joe ordered some new cable channels, but was still unhappy.",1.7594300651123418,He was much happier now that he some companions in his life.,1.683257964928842,2
edd7b992-5e79-4359-8f60-99051b557b38,Nya decided to eat the same thing everyday.,1.1905373122020517,Nya later regret eating unhealthy food.,1.3318129693314202,2
027408de-1e4b-43c6-805f-6e3ecce5aa65,A tornado came within 2 blocks of the house!,2.0062389260183497,So I went outside to play.,2.0088606327795078,1
ce715a40-f9c1-436f-87fd-8f582337b5a3,I decided I didn't like drawing.,1.896192156144168,I went home and practiced drawing.,1.8609183582667064,2
e173545d-f2fa-4f12-b117-58b2def77753,Lisa still felt confident that her choice would make her happy.,1.8790691125449113,Lisa got a degree in business.,1.5041596633060945,1
edd718b9-d7fd-4109-9645-501281ad3335,When her parents caught her she was grounded.,1.3204501840242688,Mary's friends were very disappointed in her.,1.3506412558683403,1
a7e0d548-30b7-4d6b-b94b-746718b06b10,Afterwards they watched the sunset from a cliff.,2.4272740380317783,"Ivy returned home, and never spoke to Peter again.",2.305190345854257,1
9da06a52-ae28-4a98-b5c8-aa143b89dffd,The Man was not a building designer.,1.7911899603180044,The man built the tower and it was grand.,1.6757923269243118,2
ac55ff95-89fb-452d-9a58-8894d2cd4954,She gawked at how much her and her sister look alike.,1.5840665256677473,She tore the picture up and threw it away.,1.6814961229759322,1
ae6a3c38-eb49-4e7d-b185-8f9bf0618bbf,Liz got bored of the game and took a nap.,1.5337449392317086,"When she heard him giggling from a closet, Liz was relieved.",1.6732333685613145,2
914f41cd-4518-492b-97c7-f13b82c29f76,Mark ended up being late for work.,1.5869840916009672,Mark was early for work.,1.6405200100513782,1
746bea88-d387-436e-afef-f5e92a2f8929,Amy was very committed.,1.5576833032144053,Amy showed little interest in the flute.,1.3442437021958304,1
bc18f305-4f3b-4296-a5ff-702dd706322c,Emily's child walked closer to the lions.,1.6604777313378112,Emily picked up her child to comfort him.,1.7065753522218103,2
12807d27-8002-4330-91bf-1802fd3b5eff,Kim scored a basket and got a puppy.,1.4867016894368024,Kim was upset when her family got a puppy.,1.46677312887356,1
558a065f-e37a-4e6b-8d2a-3a4d962ba1fe,Kayla thought it was the best date she'd ever had.,2.130293345313786,Kayla told the therapist she was suicidal and asked for help.,2.120093216500715,2
f1e433e3-6cbe-4d7d-afee-3a39dc9d28ad,He was relieved to find out he was wrong.,2.1140147504809153,Ricky was soaking wet from falling in the pond.,2.08839670883581,1
71ddd569-e638-4f14-8bf3-60bd188f9971,My husband is so grateful!,1.493795469899394,My husband is so disappointed!,1.3788519662997554,1
12cf3857-c4b8-4733-9d39-e0b31f75fa4b,Ralph's mom punishes him for refusing to help.,1.7676941662270513,He is surprised when his mom gives him money for helping.,1.7981569684306828,2
fc53b072-2682-446b-b2f1-b3e2bc2ee73d,Kayla was an only child.,1.3793231296406814,Her sister was mad!,1.7160308041965866,2
17ac6b6a-38c7-4d0c-92f0-cd1d0dc76827,Laura was then impeached by the country.,1.9305137952654532,Laura then became elected by the country.,1.8615324998379124,2
4ff0bfb1-66ea-436d-858e-856e45b3f2e6,Charlie started taking bribes.,1.684956400377164,Charlie vowed to change things if he was ever made chief.,1.7332034635522309,2
96d9d324-0868-40bc-9959-1aae94dd3b55,Sean's roommates got very angry that he wasn't listening.,1.807177871022059,They tell him to never wait so long to do laundry again.,1.7860993472310043,2
1c3e9a4a-661f-48de-8107-e12331ef4674,"She never discussed it again, and didn't become a doctor.",2.0585829073263677,We took her out to drinks to celebrate.,2.1441765630740663,2
48bc580e-3694-4441-ac99-b175ecc1aa02,Kelly went home to change into dry clothes.,1.3393995290157943,Kelly was very happy to have soaking wet clothes.,1.343526470144927,1
7efd5758-6c1f-4c3f-a78f-474683a8a688,Ben asked his grandfather when they could go fishing next.,1.4798384999354008,Ben asked his grandfather if they could watch a movie instead.,1.471771081066629,2
51331d6f-f1df-4163-8747-ec4c7d5b1d8a,Amelia went back home.,1.660152193949278,Amelia was very happy.,1.536376979406408,1
3200606c-05e1-4aca-93e9-047de5a933ec,The boy hoped to get lots of presents from Santa!,1.4474765207403044,The boy left without getting his picture taken.,1.2560907029546768,1
0ead4e95-f11f-4fed-a8ef-47d46004934d,When he woke up it was freezing.,1.6350359803961367,Stewart was glad that he remembered to keep the fire going.,1.4973472274442408,1
ea50a050-f5d7-4f1a-a12c-076e9ea82c99,Anthony became successful because of his linguistic abilities.,1.7373935890266117,Anthony could not get the language down properly.,1.5927235021438086,1
cde7e7d6-2ddc-4f5a-88f1-1a9105fe3198,She bought two skirts and a blouse.,1.4142330634207005,After that she was able to go home and cook a good meal.,1.6327899240977082,2
d59bdca1-4056-415b-9a7e-11d60e545af8,Joanie was pleased with her brother.,1.655824160370031,Joanie ran outside to confront her brother.,1.5294276805510414,2
2fdb6362-2b1b-47b1-9a38-cb3ffe6e9201,Cornelia then moved her bed back to where it was.,1.4799743695221494,Soon all her friends had arranged their beds the same way.,1.6815378731661512,2
e245afa1-99b1-440c-91b6-f2e511c64380,Tim feels safe when he rides his motorcycle.,1.295898629443079,Tim is scared to ride his motorcycle.,1.2921333030718318,2
a0c199b8-13ca-43df-86fe-caab16c2cf64,Wendy ran out of the room crying.,1.408536571126523,Wendy enjoyed seeing the photos.,1.3712182342707062,2
bb8870d3-44c3-4223-9511-b3c0c9909353,Lester continued his life without a cell phone.,1.4745892852941198,Lester went out and got the best cell phone he could afford.,1.4073094453335586,2
085eb2c2-bd13-439d-8a61-0244f1c27b25,Ben was able to get his oil changed.,1.6029612615794124,Ben sold his kidney for crack.,1.7479499666064573,1
c2906cf8-eb46-420a-9012-1cae78ab3f55,I came home and ate cereal.,1.6721115894727039,I came home and ate pizza.,1.7337446151938924,1
23a9ba39-15bf-4243-a508-2dd550756ceb,Anna soon returned the fish to the store.,1.7259867293938398,Now Anna has a diverse tank with fish and coral.,1.7968108080783527,2
20e398b2-135e-490f-bd48-df8864229f48,Lee decided to adopt a puppy.,1.7539938556591577,Lee decided to adopt the kitten.,1.7618223630739123,2
0990d818-d928-4d78-a5a5-41b6b4876019,Bob really enjoyed his shopping trip.,1.4506597373205443,Bob returned everything the next day.,1.3983487886949162,1
7502cdcb-1e6f-47af-adc4-6e7c292f3e8b,Jamal Lewis gave him personal advice and wished him the best.,1.684672715419845,Young Reggie told him to stay far away from him.,1.6743910790145287,1
fd6e207c-1c55-40c9-85fd-d6ac53ea0eb3,She liked taking care of the robin.,1.4315885176182743,But she didn't want the robin anymore.,1.5014130233522074,1
4d567833-0f68-4976-bf8c-d10ba68e0956,I'm now free to pursue a career that will make me happy.,1.7310531860279454,I go back to work at my job tomorrow.,1.4205671657838068,1
03a810c5-6385-470a-bf0f-4beae08c5284,"Honestly, I didn't really know why either.",1.50738514573028,After a few weeks the flower died.,1.3200395040568438,1
ed8f4dfe-600e-4e68-af3d-22d2883ed575,Ben was frustrated at the extra charge.,1.4501795835243885,Ben was happy after getting the call from the bank.,1.4646120252514498,1
11c2d92c-ceaf-4796-8521-435c0d0e5831,The patron helped teach Chris how to speak basic French.,1.7448841291400061,The patron didn't understand Chris because he only spoke Chinese.,1.63584780737061,1
3bef731d-076d-4d20-a722-a2f8c2668796,I learned a lot from Google.,1.1847867052090475,I quickly become very angry at it.,1.123700008459267,1
2fed71a3-7ba4-43b1-9ebf-b15ecbabbe62,He was pleased when he was given the promotion.,1.6745121181304363,He realized he needed to quit his job.,1.8090564271783847,1
896a1b17-2dd1-4f0e-9168-7146939f6dcd,Fred's boss gave him a large hug.,1.4407337425294897,Fred's coworker who saw him assault his boss called the police.,1.5364497334690634,2
d806a701-9310-4b74-909d-c4bc746710d5,She bought more cable boxes.,2.012599425649346,She was glad to hear that.,1.8521322583602058,2
4fdedd14-b582-4e75-b786-f565892e9cc9,Victor decides to start buying pistachios regularly.,1.3031135085446317,Victor realizes he has left his sweatshirt at the gym.,1.3431451056218175,1
24487427-d54e-4cf4-a7fd-acdcdafa87ba,She asked her neighbor for a jump-start.,1.3177059411836267,She drove her car to the mechanic to get it looked at.,1.4838020930466784,1
d1817a6c-58d1-498b-aba9-34af04659142,Eventually Tom went back on the grid.,1.492605631039624,Tom loved the idea of a fast.,1.6300767616056189,1
07e6627f-e1c5-4cee-9b4e-0b951d508d42,Tim worked hard in school to become one.,1.5703757272166847,Tim hated mars.,1.4584940385091634,1
65b3382b-23e1-41d4-b2cf-169da4f7d578,Fred regretted his stock purchase.,1.5844991113139932,Fred was very happy.,1.6532386689208873,2
bf02c548-9458-4b48-a482-5cfb4031d7a7,Jen won the spelling bee!,2.070303840658769,Jen lost the spelling bee.,1.8038876507127743,1
281c3608-602c-401f-861e-5288408315c7,Kelly loves to have visitors.,1.9287890578866338,Kelly is agoraphobic.,1.8126244887843985,2
2a25942d-3b24-4a82-917c-f8b1c278ad45,She had a wonderful time on the beach.,1.6422106875389013,She was fortunately able to get back to the beach house safely.,1.77583972666145,2
e378ee18-a45c-4ce9-9506-e852566a8b33,Andrew wished his parents had alcohol.,1.7880329251683393,They drank the alcohol and got drunk.,1.6191913729033234,2
112151f0-6986-4251-aed3-2c454670a09f,She was happy when the power came back on.,1.5328104353753147,Ellen was perfectly comfortable.,1.723468985627618,1
aa86fc61-5be9-4ef6-9c9b-24003fdaaa33,Mike had a stroke.,2.0310927681853976,Mike started laughing hysterically.,2.0466228705079814,1
be1e8b99-b087-4e4f-b054-55ccfb85e480,He blamed her for stealing his bike.,1.5786936441676784,She was happy he asked her to the dance.,1.4955371395687862,2
81150546-2bec-413f-a2f1-df4b40f4bb0e,I decided never to go back to that restaurant.,1.6104976742123216,This was my new favorite restaurant.,1.5581545282019116,2
d313ed5f-56c3-40ee-918a-efeef6818d88,I was very excited.,1.8966887375736605,I was very disappointed.,1.9252460542409218,1
5af45d17-34dc-4059-89bf-6ac89e4b44b5,She had left the shower running.,1.6375390118944766,Helen went down to the lake to rent a jet-ski.,1.5639030530569302,1
63467525-31e2-4563-88ec-be61c5ba9d7f,Dan admired his father.,1.5454220271210082,Dan was ashamed of this father.,1.4091072080516693,1
c0b47103-e22e-4a61-bff1-031c33410523,Jeremy has a difficult manner for the workplace.,1.7444149206893111,Jeremy's demeanor is perfect for the workplace.,1.7831412812694272,1
e098b268-e0bc-4caa-a96d-2dd57183be2c,Fran's yard is now overrun with bugs.,1.8886451087439642,Fran suffered a fatal heart attack as she arranged flowers.,1.8723887729675477,1
dfd56967-1d66-472d-92ed-a59cea6c7f69,Our team was ashamed of their performance.,1.3607197573553407,Our team felt gratified.,1.5135412484061836,2
c467150a-5c67-4125-957f-557d05d3b953,She dropped out of college.,1.7712030682169313,Kelly graduated with good grades.,1.762375905331939,2
1cf5a954-d883-4c42-b116-40635b3a53a4,Sophie cried.,1.6813257712781613,Sophie laughed in her face.,1.626541400741893,1
05a2aa5d-1e5b-4741-a053-87b342b04578,Kelly hoped that she would get a call soon.,1.464906052609728,Kelly hoped that she wouldn't get a phone call.,1.4625343788863867,1
c080b61b-7467-4eb8-8c36-096451d16182,They decided to play baseball there.,1.6194139205477458,They left and went to school.,1.3883513803171623,2
e3ac8542-f974-4a3f-b198-e7b999397e7f,Mia won a jackpot!,1.9124742898209697,Mia lost even more money.,1.5337800097934244,1
f72182d5-f378-4377-a1fa-560607b43c52,She is happy with her selection.,1.1536539908226002,She donates the boots to the thrift store.,1.1556177365367517,1
62925eb3-37ff-4f69-aa07-14ac0142ffcf,Andrew was disappointed he found the ring.,1.612840369084745,Andrew was so relieved.,1.6581884609460014,2
6e9efc4e-6b0a-412f-95af-8ace0483644d,He hated his decision and himself.,1.6320238235164901,He learned that honesty pays.,1.6754174878934192,2
eb3c880b-ca0e-41a4-aa8c-3e602ed593c0,That's why I take two of them every day.,1.624914716511564,I decided to only take one long warm shower per week.,1.623430834260918,2
5a70a9e6-2934-4fbc-8573-98d5e355cc66,Barry also bought a hot dog.,1.91164983473172,Barry decided to leave the game.,1.758351194622724,1
40861849-64ad-48ef-be5e-7502a10cd665,We put out more red wine bowls after the results we saw.,1.587592231731621,We could even see the trap working.,1.5518486203745974,2
8cd5c023-1bd7-4821-bd29-26bb06a35ddf,They adopted the cat.,1.8690815759449426,They left the shelter without an animal.,1.8185127365308873,1
5af670c5-f7db-4f79-9407-054bb817fe93,They all went back home.,1.6868492054349744,The crowd made many people late to class.,1.925322072776667,2
1ee70e30-2b21-45be-be71-379c84f910ea,Azalea was very cool.,1.5847348247071362,I won't be going back to another concert.,1.488318414639851,1
9242cf97-46fc-4972-962e-cd11166ce518,Eric then gave up working out.,1.8850667700759038,Eric stopped being anorexic.,1.805462646911537,1
d9785ee8-3367-42de-b7c6-5ce1704028c5,"After she finished studying, Sally collected firewood.",1.5496903602731842,"Sally did well, and her parents agreed to take her to Hawaii.",1.6651384505980933,2
4edea61b-cb7e-4650-a6ff-08b12a283e1f,We did not make any money.,1.5765927863837872,We made a lot of money for our needs.,1.4205585602799689,2
6acf52a2-ef62-4d9c-b1ee-4b0973e98f26,My house is now full of flashlights I don't know what to do with.,1.7914705616011188,I hate my smartphone.,1.8309006517141717,1
f8dd27d5-40e9-437e-8b2b-6d975a46c3eb,Terry was forty five years old.,1.7019325663671703,Terry was still disappointed.,1.7544815090984898,2
1eb35b08-ec06-4ccd-9cbb-8ccf97624907,The Parker family was frustrated.,1.6806850115094556,The Parker family soon moved into their new home.,1.882346734433336,2
5080c261-9751-47c0-9cb9-7a9a326fb62f,Tom began to laugh.,1.7100905783023002,Tom began to worry.,1.6167438295369356,2
45afcd92-2b65-44a8-9c9f-3f732e157167,Kelly was relieved that the battery was still good.,1.7198277660574497,Kelly reluctantly paid for a new battery.,1.7184944580761832,2
